####################################################################################################
# ACE v0.9d+ Filelists                                                                             #
####################################################################################################
# Format:                                                                                          #
# <Whitelist identifier>                                                                           #
# <FileName><TAB>+<FileSize><TAB>+<MD5 Hash><TAB>+<File Identifier><TAB>+<Hacked>?                 #
# <FileName><TAB>+<FileSize><TAB>+<MD5 Hash><TAB>+<File Identifier><TAB>+<Hacked>?                 #
# <Signature>                                                                                      #
#                                                                                                  #
# Guidelines:                                                                                      #
# > Values must be separated by one or more tabs (hence: <TAB>+)                                   #
# > <FileSize> = -1 => All sizes allowed                                                           #
# > <MD5 Hash> = x  => All hashes allowed                                                          #
# > The <Hacked> value is optional                                                                 #
# > Empty lines are ignored                                                                        #
# > Anything behind a '#' char is ignored                                                          #
#                                                                                                  #
####################################################################################################
ACE_20241228_A

##################################################################################################################################
# Filename              Size            MD5 Hash                                Identifier                              Hacked?  #
##################################################################################################################################
IPDRV.DLL				284808			29D610E2777A271FE591FE37E403100D		UT v469e - 20241019 Preview
IPDRV.DLL				279176			7A61BD6E727FAE02AACCCFECFA67D405		UT v469e - 20241021 Preview - WinXP
IPDRV.DLL				284808			F4DC32C8B0F59E24210EF2686F8AF321		UT v469e - 20241021 Preview
IPDRV.DLL				279176			EC8FFA16F7667E535D0DDD19C1DC8A44		UT v469e - 20241103 Preview - WinXP
IPDRV.DLL				284808			CECD757F4DE0CAAA2EADFC2A5A6817A9		UT v469e - 20241103 Preview
IPDRV.DLL				279176			3E538E4FE753AB9785D72D54C7B71740		UT v469e - RC1 - WinXP
IPDRV.DLL				284808			857FB5AD5239C097789435262DE0D405		UT v469e - RC1
IPDRV.DLL				280200			EBC947944DCA43A06291F2D2A6D09269		UT v469e - RC2 - WinXP
IPDRV.DLL				354952			3D5E968EB5DFC9E4B0C83034DFF60CAB		UT v469e - RC2
IPDRV.DLL				281224			DE0519EB993B6D7A79C138D8CF96CFE7		UT v469e - RC3 - WinXP
IPDRV.DLL				286856			DCC91A39A06F690ED84A42052B832F8F		UT v469e - RC3
IPDRV.DLL				281224			450A36CD69BD4EBD95B70ADB57341D36		UT v469e - RC4 - WinXP
IPDRV.DLL				286856			2B4A785FAE91991F735505F71AD08088		UT v469e - RC4
IPDRV.U					21182			28710FA4204A18637E3E9D3CBC826DC9		UT v469a Release
IPDRV.U					22836			F2C87AEA221E9374DF5E8B15B835A417		UT v469c Release
IPSERVER.U				36169			5234D2A2302AFB6D4058147B7E177EAD		UT v469a Release
IPSERVER.U				36512			CCBA8574E664439F1D9A698EDFC4748E		UT v469b Release
IPSERVER.U				36719			95AAE858789C21A16B14073C929020E7		UT v469c Release
IPSERVER.U				36311			5833DE47DDCE2FEBD1D41DB55EB9BEA5		UT v469d Release
IPSERVER.U				36357			D2B0EDB27F7833BB640D22292CBC7384		UT v469e - 20240114 Preview
IPSERVER.U				36682			8A4F28533061075F738BFD635C5ED172		UT v469e - 20241019 Preview
LIBXMP.DLL				564224			BEC6AD9DA177C7F51D124F1D558E3DF0		UT v469a Release
LIBXMP.DLL				574240			E8E17C081095BF5409C9C306C9B4862B		UT v469b Release
LIBXMP.DLL				595728			5EF26D28F772F42CE4D8E6C147E05E1F		UT v469c Release
LIBXMP.DLL				594192			A0C5809207D5481F3394F7405B5B9935		UT v469c Release - WinXP
LIBXMP.DLL				598280			64276C452E423998E55313CD77310793		UT v469d - RC1
LIBXMP.DLL				594184			059499064358835212E0531782A2B63B		UT v469d - RC2 - WinXP
LIBXMP.DLL				598280			AC609BB291831A1B8E98440A616746A2		UT v469d - RC2
LIBXMP.DLL				594184			B5332770978D34E4AFC89CCBCD3B704E		UT v469d - RC3 - WinXP
LIBXMP.DLL				598280			350DDCCF4B8B43AE9BC5F9A4D8CE11B4		UT v469d - RC3
LIBXMP.DLL				594184			C0D723E0A0EC1CF3E1D7E66C561C2562		UT v469d - RC4 - WinXP
LIBXMP.DLL				598280			4E301A2BD44E216DC61207FF964B3D7C		UT v469d - RC4
LIBXMP.DLL				594184			DBAC37638D61B9B15D0CE1CAED4A2F17		UT v469d Release - WinXP
LIBXMP.DLL				598280			935E8899743E48CD9DABC0377FD34119		UT v469d Release
LIBXMP.DLL				598280			094F207CD463229D8CA1A4C640021A93		UT v469e - 20240117 Preview
LIBXMP.DLL				598280			C416C264972BAB74889CFB4E745A211A		UT v469e - 20240117 Preview - WinXP
LIBXMP.DLL				598280			F70A44E3D67DAD24D10814DAC0E71705		UT v469e - 20240120 Preview
LIBXMP.DLL				598280			E29BAA6E3E78FCF3BA82971B3CBFE259		UT v469e - 20240120 Preview - WinXP
LIBXMP.DLL				595592			6006B6E35177F7F6624D313AFFF0B00E		UT v469e - 20241019 Preview - WinXP
LIBXMP.DLL				600712			DC2650119113E4CE815F66954B17C781		UT v469e - 20241019 Preview
LIBXMP.DLL				595592			F18576C9979C2DE7DD2AF11FFA542E36		UT v469e - 20241021 Preview - WinXP
LIBXMP.DLL				603784			1E7DC16E72FE3C720FE61F5725CE9A33		UT v469e - 20241021 Preview
LIBXMP.DLL				595592			E8542098C8309AFED7D6BF2245D88DE9		UT v469e - 20241103 Preview - WinXP
LIBXMP.DLL				603784			ED1591D59129CDD0F75DED6CE6AA2E82		UT v469e - 20241103 Preview
LIBXMP.DLL				595592			6E290B2ADD59F45F9EFD33AA13ACA95F		UT v469e - RC1 - WinXP
LIBXMP.DLL				603784			54ADC150D0384DFAB0E122F2656C7AAC		UT v469e - RC1
LIBXMP.DLL				595592			9EC5941CFCC7ED050E3D7DA8AD70ECE8		UT v469e - RC2 - WinXP
LIBXMP.DLL				603784			EA7327B1AEA12523B9DF92655D9A4CB1		UT v469e - RC2
LIBXMP.DLL				595592			B37708285D43975EF08F2C5DFA98999B		UT v469e - RC3 - WinXP
LIBXMP.DLL				600712			7B7A3BAA1F9497784EDBDBCE37AC453A		UT v469e - RC3
LIBXMP.DLL				595592			F0C2FC46446DEDF95E8518EC180459A5		UT v469e - RC4 - WinXP
LIBXMP.DLL				603784			AA59D48266D3715B0EB181E4C4EBB225		UT v469e - RC4
LZMA.DLL				69120			864B97C7D697C1976DE6BCC694C80649		XC Engine 25b
MALE1SKINS.UTX			14688722		15FF99102A961A4779F9E3544A918455		Unreal HD Texture Pack 3.5.1
MALE2SKINS.UTX			16787056		EF3D097AA3995578A4D8D4AF520C21AF		Unreal HD Texture Pack 3.5.1
MALE3SKINS.UTX			18885388		06F9B17B7C7067C2E99E43AB568669C0		Unreal HD Texture Pack 3.5.1
METALDRV.DLL			53248			0d23f45d759f256690734933082ec181		UT DEMO v348
METALDRV.DLL			57344			B1876F7AD9F6B4603B3871789898E0D5		UT v432 GOTY
MONSTERHUNT.U			-1				AD66DF3D710EC33DD394D2694C0C2DB1		MonsterHunt v400
MONSTERHUNT.U			-1				570F03B201D4BF1928438AC2381D3A0C		MonsterHunt v503
MPG123.DLL				396048			99C5F5F161F23E38E0254986A30E95C9		UT v469c Release - WinXP
MPG123.DLL				405256			E826648807671CD6EC66A434F401BCF9		UT v469d - RC1
MPG123.DLL				397576			EE17C982F5E1F00C6DAF1A505CDA257C		UT v469d - RC2 - WinXP
MPG123.DLL				405256			07AE662C83FFD1476E08430844DC5732		UT v469d - RC2
MPG123.DLL				397576			F96B44F3B5B16684DCAF9550F48EA1FE		UT v469d - RC3 - WinXP
MPG123.DLL				405256			5429EAC8B75E27F336FDD47DA36EBBBC		UT v469d - RC3
MPG123.DLL				397576			AFA54182E6B7146645DF45003B2BE446		UT v469d - RC4 - WinXP
MPG123.DLL				405256			1B19712674DBC33DCC39F4A639C74882		UT v469d - RC4
MPG123.DLL				397576			DB13EB312854D13F901D0E1AC6918EBF		UT v469d Release - WinXP
MPG123.DLL				405256			4E74D0B5DF3D025EF25AF37E11D9DD15		UT v469d Release
MPG123.DLL				405256			92A46741A1DACAED729BC4826A70CBFD		UT v469e - 20240117 Preview
MPG123.DLL				405256			EB7371D3C5EFDD76D51AE8B1D9BA75CC		UT v469e - 20240117 Preview - WinXP
MPG123.DLL				405256			18C5D38295C59374C29AB5A78BBC8498		UT v469e - 20240120 Preview
MPG123.DLL				405256			34E0E48C816CD473E7C5A57107FF3BF7		UT v469e - 20240120 Preview - WinXP
MPG123.DLL				398984			44D1FD96922022770312D2E47CC0B761		UT v469e - 20241019 Preview - WinXP
MPG123.DLL				406152			898E0DF5A792BFD4AE8A2B751102FCC1		UT v469e - 20241019 Preview
MPG123.DLL				398984			A7B3E3DB8B5148CD8F93BDCA2035DE37		UT v469e - 20241021 Preview - WinXP
MPG123.DLL				405640			63A7653CAB9A50539AE33C00FFCD8867		UT v469e - 20241021 Preview
MPG123.DLL				398984			D5EB256FA7AF11A9568BA83FA4DDD307		UT v469e - 20241103 Preview - WinXP
MPG123.DLL				405640			C4550962A274F8E3F98607674E00FE32		UT v469e - 20241103 Preview
MPG123.DLL				398984			9EA433887FAB685E9558EFEFF9D8D3FE		UT v469e - RC1 - WinXP
MPG123.DLL				405640			3D8B2A3D8C41BB63ACFC0AAA2466F6D1		UT v469e - RC1
MPG123.DLL				398984			AD6EF87AAD17FED3399AE8840797240E		UT v469e - RC2 - WinXP
MPG123.DLL				405640			C12B03CB6E84D5BF2D92D5F7A7166CBA		UT v469e - RC2
MPG123.DLL				398984			3395ECF89526EBA30FD00A7EC1189A14		UT v469e - RC3 - WinXP
MPG123.DLL				406152			4209EA8360AC7BA9582CF480EB7EF121		UT v469e - RC3
MPG123.DLL				398984			E277F1219F6627B57E817320D710ABE1		UT v469e - RC4 - WinXP
MPG123.DLL				405640			0E92B93D24A564658D7B47EEFE0F51D2		UT v469e - RC4
MULTIMESH.U				76003			55297a4ecd0bf8aadd6af8ac8e3e83ea		UT v400
MULTIMESH.U				76527			6b29721bb6710fdb0d1d341dae22368e		UT v432 GOTY
MULTIMESH.U				76545			a05c674772bb02daf7557b1d9a18a726		UT v436 GOTY
MULTIMESH.U				77198			44595847385C0BD79D5AA717D50D5D28		UT v469c Release
MULTIMESH.U				77406			22086F73883E6421F0810D073803E534		UT v469d Release
MULTIMESH.U				77422			635CA2A5CB6C51CB5E058719B6E0F5A6		UT v469e - 20240114 Preview
MULTIMESH.U				78157			E36F93AF330582571C3B0B29BA8EF7F0		UT v469e - 20241019 Preview
OPENAL32.DLL			1123328			C5F179369C13FA0EE9ABE51954D12DFD		UT v469a Release
OPENAL32.DLL			2011952			76AD48362F86D02CE1D2C20C2D944C57		UT v469b Release
OPENAL32.DLL			1165584			EB0869FADB5EA11AB4414FD0EC5E3ED9		UT v469c Release
OPENAL32.DLL			999184			2E05972B1CDB5D10E80FEB9E5EA3A528		UT v469c Release - WinXP
OPENAL32.DLL			1169160			60B8025182354580B8EAB8E06A5B39C1		UT v469d - RC1
OPENAL32.DLL			1016072			F3713B08A6E0838FD038D4F7A013EBB6		UT v469d - RC2 - WinXP
OPENAL32.DLL			1169160			FA3A03C7332C3F030EAA6B771BBACB80		UT v469d - RC2
OPENAL32.DLL			1016072			165E6F3428D69D65DBEC6583BC082D61		UT v469d - RC3 - WinXP
OPENAL32.DLL			1169160			37C2C083227537700C223DEFE7757C83		UT v469d - RC3
OPENAL32.DLL			1016072			202F536CC9B265638811F98EF52C8DA6		UT v469d - RC4 - WinXP
OPENAL32.DLL			1169160			32BBB34BCD8C3C0F1D02039DCFF9CD32		UT v469d - RC4
OPENAL32.DLL			1016072			AB0F205831C61EB606284EA4402EA4EB		UT v469d Release - WinXP
OPENAL32.DLL			1169160			7627273DBA7BAFA3170DF597E852DAE6		UT v469d Release
OPENAL32.DLL			1169160			4F75BD63709A4580726B3F51DC17AB98		UT v469e - 20240117 Preview
OPENAL32.DLL			1169160			DE6F516B9DE075710B216D1A8C019D25		UT v469e - 20240117 Preview - WinXP
OPENAL32.DLL			1169160			934157A959195006A631CDB14145460B		UT v469e - 20240120 Preview
OPENAL32.DLL			1169160			87409BB5FF54F2B194FAB360262C1FD5		UT v469e - 20240120 Preview - WinXP
OPENAL32.DLL			1017480			39A4A737FBA95B3456568EF33F364D8A		UT v469e - 20241019 Preview - WinXP
OPENAL32.DLL			1172616			F24DE32D4240427C04FC3FA6048AEF9D		UT v469e - 20241019 Preview
OPENAL32.DLL			1017480			5F7DD2139B9E355472972825B00246D6		UT v469e - 20241021 Preview - WinXP
OPENAL32.DLL			1172104			E8F37B754409FFF94C14EA100AE73578		UT v469e - 20241021 Preview
OPENAL32.DLL			1017480			AFDDEFEE24800FF4615C8E79432909D8		UT v469e - 20241103 Preview - WinXP
OPENAL32.DLL			1172104			FFC55D4FEF93E46C96F88B5493EDA1C6		UT v469e - 20241103 Preview
OPENAL32.DLL			1017480			BDF50698A4139DC3C4A51511AF209935		UT v469e - RC1 - WinXP
OPENAL32.DLL			1172104			08B63BF5EFDB00913472097B32DDD2D5		UT v469e - RC1
OPENAL32.DLL			1017480			EB953920A85BB7F865D8EF195325AAA0		UT v469e - RC2 - WinXP
OPENAL32.DLL			1172104			4B2A5CB6F49505002DC48C5B4BF92E4A		UT v469e - RC2
OPENAL32.DLL			1017480			6F67F5B4A1E117F6E33C6C6C3D7E259A		UT v469e - RC3 - WinXP
OPENAL32.DLL			1172616			A197153F80B921C15399D8E53B3F0D3D		UT v469e - RC3
OPENAL32.DLL			1017480			9D6CE01AF274B371B4CD7EA25A65CE7B		UT v469e - RC4 - WinXP
OPENAL32.DLL			1172104			2FBDB112596FC7E8A1FF8B052C77A2BF		UT v469e - RC4
OPENGLDRV.DLL			102400			1e6b7c599d9622d480104e76e07eb135		UT DEMO v348
OPENGLDRV.DLL			102400			1DD02EEA4AB45924601310119A3A0DD0		UT v432 GOTY
OPENGLDRV.DLL			102400			12031672FF432601CF638EFE2E26ACD6		UT v436 Std
OPENGLDRV.DLL			102400			40325A6F651880FB954E66D42DD6F2AE		UT v436 GOTY
OPENGLDRV.DLL			126976			C211316172AC732164FD9C92B8E6D21F		UT v451
OPENGLDRV.DLL			126976			2E59E88082BD514C28230B395EB31CF3		UT v451b
OPENGLDRV.DLL			126976			414F3BEBB9029B79D6553E9D930D54F2		TO 3.40
OPENGLDRV.DLL			176128			A4657E7E14BDCDAEC6EED983228D821E		TO 3.50
OPENGLDRV.DLL			249856			38BF37FAA40215891D967ECF7C09DA46		OldUnreal MediaPatch v0.1
OPENGLDRV.DLL			249856			BDE61EB7AE613E791B684BC956BDD16B		OldUnreal MediaPatch v0.2
OPENGLDRV.DLL			139264			33A25616FEF459B5265DF2838AAAA1FA		UTGLR v1.1 Renderer
OPENGLDRV.DLL			151552			383B315812102D0E5B75A3E7F23270BA		UTGLR v1.2 Renderer
OPENGLDRV.DLL			155648			19FDE83C415213B9A8D22DC8AE2FB871		UTGLR v1.3 Renderer
OPENGLDRV.DLL			176128			2F16E3A2248A7B577BA3F7ECC9B47966		UTGLR v1.4 Renderer
OPENGLDRV.DLL			176128			55DF3A34B4045D89796F6AD006C89D76		UTGLR v1.5 Renderer
OPENGLDRV.DLL			176128			B1E99CC9AC03D8301C9531903C36E114		UTGLR v1.6 Renderer
OPENGLDRV.DLL			176128			94049230E9CAA3A26A186898BC366A86		UTGLR v1.7 Renderer
OPENGLDRV.DLL			176128			641967416B909AE082A0253C383BA4DE		UTGLR v1.8 Renderer
OPENGLDRV.DLL			176128			DB5518BAE97D99EB52AA6FF6A6FEF632		UTGLR v1.9 Renderer
OPENGLDRV.DLL			184320			F1006E03E715EFA229C95431ABE640B3		UTGLR v2.0 Renderer
OPENGLDRV.DLL			180224			50E253BF4B60A1611A131BCD94322C96		UTGLR v2.1 Renderer
OPENGLDRV.DLL			176128			1C447F439BC534E7671E6737D979267D		UTGLR v2.2 Renderer
OPENGLDRV.DLL			176128			7B6A2E9538EF6F2F5AEAC77FCD95044C		UTGLR v2.3 Renderer
OPENGLDRV.DLL			176128			87ACF9591EAEFCA2E7B5098A7C65A705		UTGLR v2.4 Renderer
OPENGLDRV.DLL			176128			EB776EEE0AC09EC1820454EEA78FF576		UTGLR v2.5 Renderer
OPENGLDRV.DLL			167936			9D6E6232AB45F83932D15FD397D3E245		UTGLR v2.6 Renderer
OPENGLDRV.DLL			118784			34081D06B66C3A739C2C95B0C308C0FD		UTGLR v2.7 Renderer
OPENGLDRV.DLL			118784			F32E11D9CF639186D1A31FF75804DF97		UTGLR v2.8 Renderer
OPENGLDRV.DLL			122880			26C28AAC2B3D9FE803225EB582DA827C		UTGLR v2.9 Renderer
OPENGLDRV.DLL			122880			946718A9F62780F43DEB2F1983AF701C		UTGLR v3.0 Renderer
OPENGLDRV.DLL			122880			6FEB03B33335F81D6DF03502B2E13A83		UTGLR v3.1 Renderer
OPENGLDRV.DLL			122880			FB373215354824D98A26D73842B1FD59		UTGLR v3.2 Renderer
OPENGLDRV.DLL			131072			74DB402A74B226F5671BB89B76D9DD5B		UTGLR v3.3 Renderer
OPENGLDRV.DLL			258048			34CA1307A6883810B338109FC94154C5		UTGLR v3.4 Renderer
OPENGLDRV.DLL			243712			C486450B42CD77160E0C356006FE917A		UTGLR v3.5 Renderer
OPENGLDRV.DLL			243200			84E4F2EA2E1F146D1255C63BB84830AC		UTGLR v3.6 Renderer
OPENGLDRV.DLL			192512			7B9351D51247E4DD3C7A27C5A6487FF3		UTGLR v3.7 Renderer
OPENGLDRV.DLL			131072			87BF8DAF60E8BE47EF2E6665770C9545		Daniel Vogel Update - Build 11
OPENGLDRV.DLL			135168			F822964EAA6278767F1026925A4068D8		Daniel Vogel Update - Build 13
OPENGLDRV.DLL			147456			46E508B88CB47618F3509A071E7F6AE9		Daniel Vogel Update - Build 19
OPENGLDRV.DLL			126976			6B71D1C0C09D43FB27A2A21086649552		Epic Update - Black Screen Patch
OPENGLDRV.DLL			114688			F700EF550E20703F382367BBE57679B5		DXT1 Update
OPENGLDRV.DLL			110592			609EA01EB3F4743D54DA9A9B2AEA8FCC		Loki Update
OPENGLDRV.DLL			122880			00835D8A1DAEA8927025719BBB76188C		HACKED - nc_hack v2.0.0.3				Y
OPENGLDRV.DLL			55296			D4F7C64677750DAAEDC5E30F07FF07D1		HACKED - nc_hack v2.0.0.3 SP2			Y
OPENGLDRV.DLL			176232			97B6FA3FD82ADE844691DAD83F8A62D5		HACKED - raredevil						Y
OPENGLDRV.DLL			27136			CA0425FB154D2A9E704570FB78D4C51E		HACKED - WhiteWall						Y
OPENGLDRV.DLL			574464			471362C65139FD8DC0C3F24CA8FAB963		UT v469a Release
OPENGLDRV.DLL			583456			504E2258D2F3F7BA760B939CE11A9299		UT v469b Release
OPENGLDRV.DLL			371984			9C29DD03F9C4492406BDEDD144C7E7BF		UT v469c Release
OPENGLDRV.DLL			243472			ED2A8B5D6B88DA45F91F6637BC0B2210		UT v469c Release - WinXP
OPENGLDRV.DLL			384264			89DB9C47A486AE43A953E2D3AFF6A177		UT v469d - RC1
OPENGLDRV.DLL			373512			221FDD1506908329032B1151FE7A41F2		UT v469d - RC2 - WinXP
OPENGLDRV.DLL			384264			4501E86E31EE3242017D790A071F54E6		UT v469d - RC2
OPENGLDRV.DLL			373512			77401A1027E53CD924C56F343E5A6A67		UT v469d - RC3 - WinXP
OPENGLDRV.DLL			384264			1AABE31D96F05641215DCB08549B5F97		UT v469d - RC3
OPENGLDRV.DLL			376072			DF590952EB61B8B99B108A8884FA90AA		UT v469d - RC4 - WinXP
OPENGLDRV.DLL			385800			C0D7F4263A5B7F6AFC59060E1AF46EAE		UT v469d - RC4
OPENGLDRV.DLL			376072			60346D75F0F33ECDF26DCB11E087AD19		UT v469d Release - WinXP
OPENGLDRV.DLL			385800			6DE246A86D419D828FB90F3A38BCF850		UT v469d Release
OPENGLDRV.DLL			399624			DAEF0B7C06425AD74F9E529A4A7C981A		UT v469e - 20240117 Preview
OPENGLDRV.DLL			389384			9333A35DE6F93A111A115EBE9278D91F		UT v469e - 20240117 Preview - WinXP
OPENGLDRV.DLL			399624			9802200E54B5ED2A1575F21C75D88CAD		UT v469e - 20240120 Preview
OPENGLDRV.DLL			389384			9A6A1B3FE584ABC79322C311F8CFECC7		UT v469e - 20240120 Preview - WinXP
OPENGLDRV.DLL			395912			C489C3B898F34C6BCFC20EED8C4A4BBB		UT v469e - 20241019 Preview - WinXP
OPENGLDRV.DLL			407176			0D83ADD39390A84B0C36E49958A1BAE8		UT v469e - 20241019 Preview
OPENGLDRV.DLL			395912			06D85BE63103ED4AEE04BBC7C4D93AEC		UT v469e - 20241021 Preview - WinXP
OPENGLDRV.DLL			407176			AB7278E51ADB0EA66F581AABDA5E779E		UT v469e - 20241021 Preview
OPENGLDRV.DLL			395912			E7CEDDB08C17CF732BEEE0BB2152F47E		UT v469e - 20241103 Preview - WinXP
OPENGLDRV.DLL			407688			3DD047135CD75A30BEB8AB5ADD10A0B7		UT v469e - 20241103 Preview
OPENGLDRV.DLL			395912			9F90717012FB7004FB53D88A475DC8C1		UT v469e - RC1 - WinXP
OPENGLDRV.DLL			407688			90E6359DB6E54DE4AD9816D7FC4F27F1		UT v469e - RC1
OPENGLDRV.DLL			396936			028649D1A561B517C3FFC61377F38ECA		UT v469e - RC2 - WinXP
OPENGLDRV.DLL			475784			F1B274A7A9A0D33E6AD642E6C528A786		UT v469e - RC2
OPENGLDRV.DLL			397448			6E343AEB72869BD3F17BF9D950ED51DE		UT v469e - RC3 - WinXP
OPENGLDRV.DLL			408200			1D8C299289C9FF18F6C7B2BFC228E80D		UT v469e - RC3
OPENGLDRV.DLL			397448			7ADDA40B040E4F8015A7B3A04D9DFA55		UT v469e - RC4 - WinXP
OPENGLDRV.DLL			408712			313F4C3CDA97DB9AE9E591CC81255840		UT v469e - RC4
OPENGLDRV.U				64				B11ECF36D75F92D5F6317B42997C6A72		UT v469c Release
RELICS.U				455350			4C7DAF2874C5F9D3235F92D2D4CBE652		UT v432 GOTY
RELICS.U				455370			5A0D66FE807CEB998BBE1854DC99BE7B		UT v436 Std
RELICS.U				453755			8C45B948D85A5606680B8CC0565984B9		UT Bonus Pack 1
RELICS.U				456086			D3D35EF92C72A546FE8C0DA66220A35C		UT v469c Release
RELICSBINDINGS.U		582				c63403ce6bd62b139e2af54e894177c8		UT v432 GOTY
RENDER.DLL				225280			2D294234DCC42EE809167B47510D3DD8		UT DEMO v348
RENDER.DLL				245760			ED03D44431131D5C853BCA1E008BD558		UT v432 GOTY
RENDER.DLL				237568			6F18D6BB2B3DC12D0D2E5AD5CC66586B		UT v436 Std
RENDER.DLL				237568			F6487EFE25997FE5843D2178FE3BEC07		UT v436 GOTY
RENDER.DLL				237568			826C57919CEB23009C98D7FB4E51D350		UT v451
RENDER.DLL				237568			B38D04964E4F2EA681A1A15C2BD9E614		UT v451b
RENDER.DLL				262656			8ED91B940B8C0F6822EE09269C41573D		UT v469a Release
RENDER.DLL				303904			A53BBFD2A031105AA13C00A1D37DC9F1		UT v469b Release
RENDER.DLL				310544			CD0D7849BF346E68771CF52932BF29DD		UT v469c Release
RENDER.DLL				301328			8B8E450D6630BC4518D70C7A093309B2		UT v469c Release - WinXP
RENDER.DLL				310536			1B9DE9BCE4259EF3C7F3CDD5CBB96C5B		UT v469d - RC1
RENDER.DLL				301320			1135C44D3732ACD294F35500071172C9		UT v469d - RC2 - WinXP
RENDER.DLL				310536			9E7D7ACA02D52801934A3E72FB0210AF		UT v469d - RC2
RENDER.DLL				301320			E1AD4781F51D6E0EDC050734533F0B70		UT v469d - RC3 - WinXP
RENDER.DLL				310536			2056F24D23C2697E6C1B81FED06F90DC		UT v469d - RC3
RENDER.DLL				301320			443DFFF626C01DA200CD754A5FDE5A3B		UT v469d - RC4 - WinXP
RENDER.DLL				309512			FB886BC219CB5B62B8A03742C24F2FF9		UT v469d - RC4
RENDER.DLL				301320			15A5B7DA1C6B7659DD60008B59B96778		UT v469d Release - WinXP
RENDER.DLL				309512			FDAD2ABDFD0C9F63A4490D39F1572F3F		UT v469d Release
RENDER.DLL				314632			5BE9B990C48E48E0C3CA6E0490938230		UT v469e - 20240117 Preview
RENDER.DLL				304392			859E06DBD2499B7072FB5209346302FE		UT v469e - 20240117 Preview - WinXP
RENDER.DLL				314632			5A7D53BBDDAC0F9DAC50961004DA23E8		UT v469e - 20240120 Preview
RENDER.DLL				304392			FDBFECC777813462D1AB230D8A14609D		UT v469e - 20240120 Preview - WinXP
RENDER.DLL				308872			F314956DCB127A969384B071D130E109		UT v469e - 20241019 Preview - WinXP
RENDER.DLL				318600			1F8F1CB55A35D742CE50E0F057C5D148		UT v469e - 20241019 Preview
RENDER.DLL				308872			7CEFAC481518C5E80E96AAAAADC8124F		UT v469e - 20241021 Preview - WinXP
RENDER.DLL				318600			3BF67A37EE8D0756D3246E64E7AF22D1		UT v469e - 20241021 Preview
RENDER.DLL				310408			6C3A6934318EF5DCFC5B51966665F360		UT v469e - 20241103 Preview - WinXP
RENDER.DLL				320648			93B2864366ED4B84C93AE2390676B4EC		UT v469e - 20241103 Preview
RENDER.DLL				310408			6BF5AB34D1478B963B1A6B32C4F51ABC		UT v469e - RC1 - WinXP
RENDER.DLL				320648			8BB33AFA810643A5897D5777C575E0A0		UT v469e - RC1
RENDER.DLL				310408			AD60771FCDD8F26E9374107681DADD7B		UT v469e - RC2 - WinXP
RENDER.DLL				389768			A8A9EBCBEC7F11B5FAF6D4D0EE1B39A8		UT v469e - RC2
RENDER.DLL				310408			ECD171F4CCB415A7B60ACA572563B34E		UT v469e - RC3 - WinXP
RENDER.DLL				320648			C2C150BD1603A2981B42C241FA9D3867		UT v469e - RC3
RENDER.DLL				311432			FAB827A1665F35F3100CE78AC11E1262		UT v469e - RC4 - WinXP
RENDER.DLL				321672			19D6B5332D8F6333E3AB606DD268412E		UT v469e - RC4
RENDER.U				64				DBF5402D016B9E7C44B60A4E031AF107		UT v469a Release
RUSO.DLL				-1				x										HACKED - NC_Hack v1.x					Y
SGIRLSKINS.UTX			7226959			82C92952344BF7D985437DB8AD0539ED		UT v432 Official
SGIRLSKINS.UTX			10789818		8EB03CA4D978C878477471D3ADA1B4F5		UT v400 Official Hi-Res Skins
SGIRLSKINS.UTX			7226959			A0B8A3E5B10646AF236FCFFE06D7D567		HACKED - GMSkins						Y
SGIRLSKINS.UTX			7226959			D81140B77578155361B896C25F91A961		HACKED - Neonskins						Y
SGIRLSKINS.UTX			7226959			8760A4300101A364516ED56D9AA30D31		HACKED - Shadowskins					Y
SGIRLSKINS.UTX			56886921		4C2D498BF1DD00C5358CC47C69EAB01A		Unreal HD Texture Pack 3.0.4
SGIRLSKINS.UTX			42717211		0FC18AE340F3010F8DB46FA258F50F93		LODBias-compatible HD Skins v1
SGIRLSKINS.UTX			5513248			A46613365CA97AE50C30A122F96BFA3C		LODBias-compatible SD Skins v1
SGLDRV.DLL				94208			a52a92d53cad170a7b131ad9fce8e70c		UT DEMO v348
SGLDRV.DLL				94208			337976D2CF76D9DA589A57267AEF6683		UT v432 GOTY
SKTROOPERSKINS.UTX		8393124			F5CE10F206161C44FB176E053A9AADA8		Unreal HD Texture Pack 3.5.1
SNDFILE.DLL				1830152			E8CFDAD0207F362BAD0FBCFABB3C7590		UT v469d - RC1
SNDFILE.DLL				1830152			88B0987EC306127D54BC52A5069E20FF		UT v469d - RC2
SNDFILE.DLL				1830152			8D3226C2CD34C7851FB32A820EC7B37C		UT v469d - RC3
SNDFILE.DLL				1830152			BD61BAD172F88143BC41939C68B227D2		UT v469d - RC4
SNDFILE.DLL				1830152			01A678E786139629DF6BABD6BF512358		UT v469d Release
SNDFILE.DLL				1830152			286A817FEE058B20542DC913D333854F		UT v469e - 20240114 Preview
SNDFILE.DLL				1830152			5D3656C783BBC8434C31E44DC195384C		UT v469e - 20240117 Preview
SNDFILE.DLL				1830152			5213F9AB241981F43E06A1D3E56659AD		UT v469e - 20240120 Preview
