####################################################################################################
# ACE v0.9d+ Filelists                                                                             #
####################################################################################################
# Format:                                                                                          #
# <Whitelist identifier>                                                                           #
# <FileName><TAB>+<FileSize><TAB>+<MD5 Hash><TAB>+<File Identifier><TAB>+<Hacked>?                 #
# <FileName><TAB>+<FileSize><TAB>+<MD5 Hash><TAB>+<File Identifier><TAB>+<Hacked>?                 #
# <Signature>                                                                                      #
#                                                                                                  #
# Guidelines:                                                                                      #
# > Values must be separated by one or more tabs (hence: <TAB>+)                                   #
# > <FileSize> = -1 => All sizes allowed                                                           #
# > <MD5 Hash> = x  => All hashes allowed                                                          #
# > The <Hacked> value is optional                                                                 #
# > Empty lines are ignored                                                                        #
# > Anything behind a '#' char is ignored                                                          #
#                                                                                                  #
####################################################################################################
ACE_20241228_A

##################################################################################################################################
# Filename              Size            MD5 Hash                                Identifier                              Hacked?  #
##################################################################################################################################
CLUSTER.DLL				203016			C8384FA0DD02D39AB1FC91D0D611DA1F		UT v469d - RC4
CLUSTER.DLL				188416			06E9376D3DF057122DD74D5AE1254BDC		UT v469d Release - WinXP
CLUSTER.DLL				203016			50EA418F45E62921F1095A540FC819ED		UT v469d Release
CLUSTER.DLL				203016			ADC93573CD3F9E4B41EA178283293EA3		UT v469e - 20240117 Preview
CLUSTER.DLL				188416			B4051858B12C292B0D7075CBA29F4C53		UT v469e - 20240117 Preview - WinXP
CLUSTER.DLL				203016			C4E2FFD36F6BD6960867FBD39B60C1BE		UT v469e - 20240120 Preview
CLUSTER.DLL				188416			88C9295C8C038CB6ED5D21AA822EF52F		UT v469e - 20240120 Preview - WinXP
CLUSTER.DLL				186368			9B1F24733DCE7158922347824E4A03F7		UT v469e - 20241019 Preview - WinXP
CLUSTER.DLL				202376			D77F570E965DA9AE5EDE9D6915DF1C6A		UT v469e - 20241019 Preview
CLUSTER.DLL				186368			B25F843055F6350503CF1C6B4FDE412D		UT v469e - 20241021 Preview - WinXP
CLUSTER.DLL				202376			27B8145DA6671F8482C718E1D001B737		UT v469e - 20241021 Preview
CLUSTER.DLL				186368			C554D5CBB9F47079C8CE401ED17ABEC8		UT v469e - 20241103 Preview - WinXP
CLUSTER.DLL				202376			B884C16BEE33533008179E159F85B44B		UT v469e - 20241103 Preview
CLUSTER.DLL				186368			FE2505C50A5F2485C1A3993A7E3FBD06		UT v469e - RC1 - WinXP
CLUSTER.DLL				202376			E58438B4757932674330455EDACADA2C		UT v469e - RC1
CLUSTER.DLL				186368			88BDBB052A1398B4DD7EBDA3C844E180		UT v469e - RC2 - WinXP
CLUSTER.DLL				272520			95D760E88D91A734B7F91BA3C01A608C		UT v469e - RC2
CLUSTER.DLL				186880			72EB69B9F5C424B04B990DD9E94CB796		UT v469e - RC3 - WinXP
CLUSTER.DLL				202376			3C0EB687E086FDF6B20B0C5E58950FB5		UT v469e - RC3
CLUSTER.DLL				186880			68679E3384232071B51FEA798D0433C0		UT v469e - RC4 - WinXP
CLUSTER.DLL				202376			5C9C14327E3D22435568DB04C63DE140		UT v469e - RC4
COLLISIONGRID.DLL		29696			B24DE2970365D0C8CADBAB813C74A4B1		XC Engine 25
COLLISIONGRID.DLL		29184			F7AE91F7021B11B233295DB20264AD20		XC Engine 25b
COLLISIONGRID.DLL		29184			34325574B66BDD54BAF718A710439D56		XC Engine 25c
COLLISIONGRID.DLL		27136			F89C36F39FF7DC866F73507799C97762		XC Engine 26
COLLISIONGRID.DLL		28160			8CFF49459CEAC3AC8A5BF8738437E797		XC Engine 27
COMMANDOSKINS.UTX		4318050			64B323BD032D180FE54EA7FD0684241C		UT v432 Official
COMMANDOSKINS.UTX		6448136			83B58DE8D252F95074D889E7BEC30288		UT v400 Official Hi-Res Skins
COMMANDOSKINS.UTX		4318050			FA8B48C2E58BA407C08222838A1E21BD		HACKED - Shadowskins					Y
COMMANDOSKINS.UTX		4288248			D2DD62A9FBC87822FDFEEB0605D8BC30		HACKED - Rarebotskins					Y
COMMANDOSKINS.UTX		4318050			92AE80E346FD6A2682987B2ADB2C5823		HACKED - GMSkins						Y
COMMANDOSKINS.UTX		33706236		EA26D66E435E846033E76FD32D180D03		Unreal HD Texture Pack 3.0.4
COMMANDOSKINS.UTX		25309384		E468B214BEC99C5A0968336136748DD1		LODBias-compatible HD Skins v1
COMMANDOSKINS.UTX		3263473			737E318BF7263D389CEBFD5F51502BBF		LODBias-compatible SD Skins v1
CORE.DLL				774144			c31bbe99933a5799a59ddf153249c02a		UT DEMO v348
CORE.DLL				786432			0229224BBB888E7CF775B98B4E2EB780		UT v432 GOTY
CORE.DLL				786432			CCF104341C7452B06295D421167DBA95		UT v436 Std
CORE.DLL				786432			6AC677426A03FAEC24FECE284D0D652B		UT v436 GOTY
CORE.DLL				786432			FF54CB77F322CE9E89CDD1E4CD11E626		UT v440
CORE.DLL				790528			48F35D4398C38839EF02FBD5193E2C3E		UT v451
CORE.DLL				790528			4AAEDF0CF49CF7B3CAD8B126A50A2962		UT v451b
CORE.DLL				786432			E69BAD956C1E832257DCB4867BC6FBB3		UT v451b Update
CORE.DLL				786432			4C4B6D84F0680AA8030DF35B79FDE192		TO 3.40
CORE.DLL				988672			A08FF651B9152BAE8C4534476575210A		UT v469a Release
CORE.DLL				1009952			052CC57072F75E896C5E965001667160		UT v469b Release
CORE.DLL				1041680			158AE330160E9EC8F7C8316357327973		UT v469c Release
CORE.DLL				1022224			32F19135808A8CCA6E0FE622E3459F1C		UT v469c Release - WinXP
CORE.DLL				1070344			35450A957D0CB42515EC107D3E3383E1		UT v469d - RC1
CORE.DLL				1049864			1637280A890634E6C32B138E206400AC		UT v469d - RC2 - WinXP
CORE.DLL				1070344			5D60AD8AC91232CC9317B4979E6C52C0		UT v469d - RC2
CORE.DLL				1049864			D92632885200ADC3ECA91889A21A5FEA		UT v469d - RC3 - WinXP
CORE.DLL				1070344			E9D2636F0402426BD5422393798EBF26		UT v469d - RC3
CORE.DLL				1049864			FC52BE4C4618F7B076F0B6DD08D1B653		UT v469d - RC4 - WinXP
CORE.DLL				1069832			0B693593C930FF7AFDB5EA6665331672		UT v469d - RC4
CORE.DLL				1049864			FBC72F2123BF1F1C32498BA174E7F2E6		UT v469d Release - WinXP
CORE.DLL				1069832			BD7BFC06F9B7106C42BBDD2E5A4C5281		UT v469d Release
CORE.DLL				1076488			4E4548BBA9422974D9BC2FFF93A7DF8B		UT v469e - 20240117 Preview
CORE.DLL				1051912			F6975D9EEF9B212086BFB2D0F8164F06		UT v469e - 20240117 Preview - WinXP
CORE.DLL				1076488			B4204356843CF71CE1F35D8745EC90D9		UT v469e - 20240120 Preview
CORE.DLL				1051912			7F1E7904667667921289519DF16C226E		UT v469e - 20240120 Preview - WinXP
CORE.DLL				1080968			BC35F8E9B20F5160141271B99B67065C		UT v469e - 20241019 Preview - WinXP
CORE.DLL				1162888			29CA3F8A017788D8B70835E944D01BBF		UT v469e - 20241019 Preview
CORE.DLL				1080968			A1A72A796E0139421BDEFD262BAAEE19		UT v469e - 20241021 Preview - WinXP
CORE.DLL				1163400			38D7F9C82292D23A9CB07036464D4EB2		UT v469e - 20241021 Preview
CORE.DLL				1079944			138EBF8154713472BD2949C91F909114		UT v469e - 20241103 Preview - WinXP
CORE.DLL				1162376			D7EA70FA06B46CA1675699BD1D96EB6C		UT v469e - 20241103 Preview
CORE.DLL				1080968			6C8C05E82FCE1865FA9107EA6D0DBF1F		UT v469e - RC1 - WinXP
CORE.DLL				1163400			66CFC0BEA5DF4F9B1F1CAEC5A6697F8F		UT v469e - RC1
CORE.DLL				1080456			6B570112DF906AF0727669D9F97756FA		UT v469e - RC2 - WinXP
CORE.DLL				1163912			27C5053DACCC12F34A2ABB3A14F2CE82		UT v469e - RC2
CORE.DLL				1094792			8FEFDD8FCFB0D99BD9828194DDE1235B		UT v469e - RC3 - WinXP
CORE.DLL				1168008			FD3F50BB6F7A1692D593D3E48EF3A4AD		UT v469e - RC3
CORE.DLL				1095816			029798ACABD7998A6C475CDF773EEB19		UT v469e - RC4 - WinXP
CORE.DLL				1169544			BF5DE32AEF5BFAB2B63846A8753AE59F		UT v469e - RC4
CORE.U					56044			c1ca76fb08ec22e7b96fc5cbf1f9e540		UT DEMO v348
CORE.U					59214			888183FBAE6C344C6794ABDD3654C593		UT v432 GOTY
CORE.U					59233			D2B07E7C9425C14644FD79E75FB0DF29		UT v436 Std/TO 3.40
CORE.U					923056			DB5AAF3C163E2C7929C1EF6F18962B19		UT v436 Russian
CORE.U					59772			B218F0BE16039AB2F54901619CBD3051		UT v451
CORE.U					59791			12D5D049251B57935E2BB227DA1AD9F2		UT v451b
CORE.U					62694			F5DA845CFD6922AD1E5F9FB6E57341A8		UT v469a Release
CORE.U					67362			8FF14F473F3B7394D8CA1824AF02C1DD		UT v469d Release
D3D10DRV.DLL			43520			948ED7A17C7DAA10660E1AE779CAC891		Kentie v1 D3D10 Renderer
D3D10DRV.DLL			43520			EB94CE630273D22DA355D740CC870EBD		Kentie v2 D3D10 Renderer
D3D10DRV.DLL			44544			42DC3DF6410817C32408466D62C22300		Kentie v3a D3D10 Renderer
D3D10DRV.DLL			45568			4DCCB4F2241E052EE8F30973610F0FA7		Kentie v4 D3D10 Renderer
D3D10DRV.DLL			47104			23B4F3DAAEA7EFDBDC226C3F18BEE8BA		Kentie v5 D3D10 Renderer
D3D10DRV.DLL			46080			ACECB5CFB188BE0226CCCA730214D20F		Kentie v6 D3D10 Renderer
D3D10DRV.DLL			46080			AC7F4F3305259BC78A7759B1ECFE3B42		Kentie v7 D3D10 Renderer
D3D10DRV.DLL			46080			58615A35B2559AD8C8350DE5DC6F28A8		Kentie v8 D3D10 Renderer
D3D10DRV.DLL			45056			92E4CBD37C1106CD8CE7626A497C58B0		Kentie v9 D3D10 Renderer
D3D10DRV.DLL			45056			C20E82A7C7F78DB2347A94F3D9A6B5FC		Kentie v10 D3D10 Renderer
D3D10DRV.DLL			45568			6940EBBAB3C84823E377791ED352829A		Kentie v11 D3D10 Renderer
D3D10DRV.DLL			46080			734CD0C9F218096DECAFBC9437C4A402		Kentie v12 D3D10 Renderer
D3D10DRV.DLL			48640			3CFE9452A967111B4AE641E42E2A1996		Kentie v13 D3D10 Renderer
D3D10DRV.DLL			48640			748DE63F0888384BC749AF9AA61E01D1		Kentie v14 D3D10 Renderer
D3D10DRV.DLL			48640			DEF40257C3374E6C792771DF6D471ABE		Kentie v15 D3D10 Renderer
D3D10DRV.DLL			48640			78E310DFC0F37E2F5996BC8C58A9706A		Kentie v16 D3D10 Renderer
D3D10DRV.DLL			48640			3F280C170B61C5045D513F443F5FECAC		Kentie v17 D3D10 Renderer
D3D10DRV.DLL			53760			5D5487A8BFFF4CEFE3FE4621331A52D0		Kentie v18 D3D10 Renderer
D3D10DRV.DLL			54784			F305702D884C665254EDE32E96B555E2		Kentie v19 D3D10 Renderer
D3D10DRV.DLL			54784			40F71B0047295B742A5D2D75558F6A41		Kentie v20 D3D10 Renderer
D3D10DRV.DLL			55296			6E999E2A48A51B6859C62CC34930CF9F		Kentie v21 D3D10 Renderer
D3D10DRV.DLL			55296			EBF2501FC765F22BA46FB787A535EC83		Kentie v22 D3D10 Renderer
D3D10DRV.DLL			55296			9561BD20622748504BDCCEBE01998398		Kentie v23 D3D10 Renderer
D3D10DRV.DLL			55296			FCC756A77AB288719E2057809AC653B5		Kentie v24 D3D10 Renderer
D3D10DRV.DLL			55296			900F3202CDF929D80A24274991FA41D7		Kentie v25 D3D10 Renderer
D3D10DRV.DLL			55296			99B55D28B7667DB1F740CC16A18A3F3B		Kentie v26 D3D10 Renderer
D3D10DRV.DLL			55296			4789B930F14AAF218DE8A03D6C424D20		Kentie v27 D3D10 Renderer
D3D10DRV.DLL			55808			6076A1625C08970A17E275D3E580DFB8		Kentie v28 D3D10 Renderer
D3D10DRV.DLL			55296			9F08D23ED908A45F34AD1C4DC5829C9A		Kentie v29 D3D10 Renderer
D3D11DRV.DLL			46592			8C264210DAE353360579DD003A9EE3E1		Kentie v1 D3D11 Renderer
D3D11DRV.DLL			76288			173d3fd0e693fc8cb9460493bd1da9e8		Darknovismc v10 D3D11 Renderer
D3D11DRV.DLL			96256			d2a74af8f78cb25ac3fab04bdd2c3253		Darknovismc v11 D3D11 Renderer
D3D11DRV.DLL			123904			4c53ae8863560dc6244d6d5c82d723de		Darknovismc v12 D3D11 Renderer
D3D11DRV.DLL			127488			ba11dfe225598c942ed39c41f22280a1		Darknovismc v13 D3D11 Renderer
D3D11DRV.DLL			127488			680b136bfdf99bef9704f0513f0a69b9		Darknovismc v14 D3D11 Renderer
D3D11DRV.DLL			129536			F4F8C3FDDB78E0562A65C0C222D71A5C		Darknovismc v15 D3D11 Renderer
D3D11DRV.DLL			138240			F6F59C8A4291B49B99525C2A22C8D4A7		Darknovismc v16 D3D11 Renderer
D3D11DRV.DLL			138752			BFE09178EC7D34EE7EC32ED272BCCEC2		Darknovismc v16.1 D3D11 Renderer
D3D11DRV.DLL			138752			172C6683B4C6A52433CD34E79A703B6F		Darknovismc v16.1 D3D11 Renderer - No SetClipboard
D3D11DRV.DLL			187904			C7D839D66B65FC87444E0344B24EB6F9		dpJudas v2.3 D3D11 Renderer
D3D11DRV.DLL			187904			8FD9D49760218BC296FF08AD5505C7ED		dpJudas v2.5 D3D11 Renderer
D3D11DRV.DLL			187904			3F9111DCA71F9EEAE4CFA625A9ED33C6		dpJudas v2.4 D3D11 Renderer
D3D11DRV.DLL			199680			72A70E8742935464BB564DB2E95BA65B		dpJudas v2.6 D3D11 Renderer
D3D11DRV.DLL			200192			C774D062204BAD38E9DC45B4F63C6968		dpJudas v2.7 D3D11 Renderer
D3D11DRV.DLL			192512			4886C618DA4F54BA8643FD8AA73F41DA		dpJudas v2.9 D3D11 Renderer
D3D11DRV.DLL			212480			43E3CE6D56B984BF76DFDA5C522D5A2F		dpJudas v2.11 D3D11 Renderer
D3D11DRV.DLL			208384			3BEA62E103CA5190C4A6B41BA328C228		dpJudas v2.8 D3D11 Renderer
D3D11DRV.DLL			212480			897229EEC055A199DFF3FD7B40E658AD		dpJudas v2.12 D3D11 Renderer
D3D11DRV.DLL			210432			0E73EBA97C117F8933B8CE74F3153205		dpJudas v2.13 D3D11 Renderer
D3D11DRV.DLL			262920			DB27E19CA0D0BF7AD44BB2044607B853		UT v469e - 20240114 Preview
D3D11DRV.DLL			262920			3952311D51E90FA3043D6CD274311318		UT v469e - 20240117 Preview
D3D11DRV.DLL			262920			0358DCE375105E7EB3267086EB5367F3		UT v469e - 20240120 Preview
D3D11DRV.DLL			234496			92196F5841EA45EB33163BA62C9CC6F6		dpJudas v2.14 D3D11 Renderer
D3D11DRV.DLL			233984			11C57210B0FC2B583C9659CE332BB5B1		dpJudas v2.16 D3D11 Renderer
D3D11DRV.DLL			233984			A63FDAE28EA0E7B1174F9F1BA8DA9092		dpJudas v2.17 D3D11 Renderer
D3D11DRV.DLL			233984			3DFE0C1E95843963F4FCE3DDA5D2C976		dpJudas v2.18 D3D11 Renderer
D3D11DRV.DLL			234496			6E1F52DCE0AC26E4DE13BF2423F4A5F1		dpJudas v2.19 D3D11 Renderer
D3D11DRV.DLL			235008			57CFE99CCFF1A7319D56A562034C8C7F		dpJudas v2.20 D3D11 Renderer
D3D11DRV.DLL			235008			C38A8368D0DE61EC302742E9A7E876F9		dpJudas v2.21 D3D11 Renderer
D3D11DRV.DLL			233472			5710B86596435BBB16E274455C62DEA8		dpJudas v2.22 D3D11 Renderer
D3D11DRV.DLL			243712			2647664CD8A9A9C6F91831CD13FD4498		dpJudas v2.23 D3D11 Renderer
D3D11DRV.DLL			278664			E4F75DCC3E52ADEEDBBD7FC7F7A195E7		UT v469e - 20241019 Preview
D3D11DRV.DLL			278664			2AED4DD204AA2C5D3694650ADA292B1C		UT v469e - 20241021 Preview
D3D11DRV.DLL			278664			21FCB347B26DF711EDCB5ACB9E35F0DE		UT v469e - 20241103 Preview
D3D11DRV.DLL			278664			84FEB841DE7AA22A358EB72C2F4DD3E3		UT v469e - RC1
D3D11DRV.DLL			349320			D0A683ED911BE3AE773E9954CDD3932F		UT v469e - RC2
D3D11DRV.DLL			280200			65EEAC563DE43115F8F233C344E7C4A0		UT v469e - RC3
D3D11DRV.DLL			280200			086490D76EF538AC5235C94D5705E02F		UT v469e - RC4
D3D12DRV.DLL			277504			DBDA6077BC1E086A0EAE30F822FB7384		dpJudas v2.16 D3D12 Renderer
D3D12DRV.DLL			324096			6B3C0752513568BC9639F243911BA721		dpJudas v2.17 D3D12 Renderer
D3D12DRV.DLL			324608			09780B8F8E4644A60EFA213E59FD91E8		dpJudas v2.18 D3D12 Renderer
D3D12DRV.DLL			326144			E0EE4F2EF00171D2F4479D61584D864C		dpJudas v2.19 D3D12 Renderer
D3D12DRV.DLL			327168			A4F78ADE33079B9418D4DD67CB91087B		dpJudas v2.20 D3D12 Renderer
D3D12DRV.DLL			327680			EAB1395AB8E7A8BC64831147A9C1BE52		dpJudas v2.21 D3D12 Renderer
D3D12DRV.DLL			327680			1C7FCFAE979DA1117EB06F8C650E142F		dpJudas v2.22 D3D12 Renderer
D3D8DRV.DLL				110592			0BC5B2F6A53D6C5E17E5622AB9765F3E		UTGLR v0.9 BETA Renderer
D3D8DRV.DLL				110592			DD74AE3A857D64DD1F641ACD4FB3F369		UTGLR v1.0 Renderer
D3D8DRV.DLL				110592			E68AF5C7E406BAE1F01A0A011797686B		UTGLR v1.1 Renderer
D3D8DRV.DLL				110592			8BC4B954A8DD4930833B398922FF9D25		UTGLR v1.2 Renderer
D3D8DRV.DLL				229376			42FE5EC6B02259B4347B9BD1C60F8DAD		UTGLR v1.3 Renderer
D3D8DRV.DLL				229376			73F47A9EEE2DF2F5788EF154817DDA8E		UTGLR v1.4 Renderer
D3D9.DLL				92672			4A38D8E602FB41F67DB768A09514C72A		ENBSeries Generic v0.0.76
D3D9.DLL				253952			AEF027FAF278BE880F5E4346B5804F07		ENBSeries UT Bloom Alpha V2
D3D9DRV.DLL				245760			7083099DE019B818719095A6A6704DF8		UTGLR v1.0 Renderer
D3D9DRV.DLL				232448			1A60D098A23E563E03B9671E10ABBE5F		UTGLR v1.1 Renderer
D3D9DRV.DLL				219648			9331ACBF3268356301CCC8B1714F3899		UTGLR v1.2 Renderer
D3D9DRV.DLL				232960			821A077C6A60C930B3CBF80492D83D0E		UTGLR v1.3 Renderer
D3D9DRV.DLL				321536			84716A61574D527B25B30D2796D525A0		UT v469a Release
D3D9DRV.DLL				331040			57E450171A1CDE76B585A013B6FDB8AE		UT v469b Release
D3D9DRV.DLL				324880			3B1B843B03BA935BF172D58240116B5A		UT v469c Release
D3D9DRV.DLL				324368			87E7C42FA36BA18C3AF5B06E06322B4F		UT v469c Release - WinXP
D3D9DRV.DLL				328456			CB5ADB37C4B0B946EC1C9F23025846B7		UT v469d - RC1
D3D9DRV.DLL				326920			433A8850677DE48FD9CDE62D31FFBEB2		UT v469d - RC2 - WinXP
D3D9DRV.DLL				328456			FC9A13428D03CE5431664E8163F63A67		UT v469d - RC2
D3D9DRV.DLL				328968			1C8C875EC6B2EAD242E50B32CB320E1C		UT v469d - RC3 - WinXP
D3D9DRV.DLL				329480			4E40BA2768F0A07A07D9AFE07C3535F7		UT v469d - RC3
D3D9DRV.DLL				328968			A43D9F97D50F9E87FAE12718F669B8A3		UT v469d - RC4 - WinXP
D3D9DRV.DLL				311560			7D79A3E03B6F53AD61298E022C33761B		UT v469d - RC4
D3D9DRV.DLL				328968			3220816415539F8868EE30E4BF955604		UT v469d Release - WinXP
D3D9DRV.DLL				311560			34380FBD814B48626FA47C4FE9E516DF		UT v469d Release
D3D9DRV.DLL				321800			89219FF10F5AA7301FCB314E1EBAC0F4		UT v469e - 20240114 Preview
D3D9DRV.DLL				338184			493562D3C27AD6258951D12B92D8523C		UT v469e - 20240114 Preview - WinXP
D3D9DRV.DLL				321800			0401A8F5D21A9FF42D561B1C2183DB70		UT v469e - 20240117 Preview
D3D9DRV.DLL				338184			043F23E15A72C9A86FBB526A31109249		UT v469e - 20240117 Preview - WinXP
D3D9DRV.DLL				321800			686156E176587FD85ADDDB8FF20822DC		UT v469e - 20240120 Preview
D3D9DRV.DLL				338184			2960E24AFD6D884C84975B6F36DDC7A1		UT v469e - 20240120 Preview - WinXP
D3D9DRV.DLL				340104			4E85344142B8010BCD3DE53292E186DE		UT v469e - 20241019 Preview - WinXP
D3D9DRV.DLL				323720			FFFE7260D04C57870C2E93BE12195588		UT v469e - 20241019 Preview
D3D9DRV.DLL				340104			2D7AC91EA2DD792D7A57A7F717EF4A7E		UT v469e - 20241021 Preview - WinXP
D3D9DRV.DLL				323720			D0182479BE857762B2D02C762AEF392B		UT v469e - 20241021 Preview
D3D9DRV.DLL				340104			3334F6DB8F9D4C6ED4D5445BB4264092		UT v469e - 20241103 Preview - WinXP
D3D9DRV.DLL				323720			A3C583B1E7A3DA0078B15097B3C49BD8		UT v469e - 20241103 Preview
D3D9DRV.DLL				340104			4AE19EC8B3093A8EB57F94C9F7BCE70B		UT v469e - RC1 - WinXP
D3D9DRV.DLL				323720			C11DB077E08D6431EF40888677B42DE9		UT v469e - RC1
D3D9DRV.DLL				346760			EACE4977A8D44130318F6127DD9A92EB		UT v469e - RC2 - WinXP
D3D9DRV.DLL				330376			B9AB40B7FD8B76E01D5784BCA6B64D69		UT v469e - RC2
D3D9DRV.DLL				346760			AD245E38E7C2F62AEBCB873C30FF27D9		UT v469e - RC3 - WinXP
D3D9DRV.DLL				330376			3A18E4B4322EB4DE6069DC258B9767AF		UT v469e - RC3
D3D9DRV.DLL				346760			04EDAB460F3FE0684CE40BF6AD652067		UT v469e - RC4 - WinXP
D3D9DRV.DLL				330376			A8E928CC0CEC1421C7A9A7558D1D514E		UT v469e - RC4
D3DDRV.DLL				204800			33abc96a0c5c2ef742846498d745d89d		UT DEMO v348
D3DDRV.DLL				217088			B7891481BAB0908550AFAD1DCD5AF7DA		UT v432 GOTY
D3DDRV.DLL				217088			DD6E3692F8EAD5E1DF88716024BC25D1		UT v436 Std
D3DDRV.DLL				217088			5E3B5798004C75D653D358D8861EEF97		UT v436 Creative
D3DDRV.DLL				217088			FFE6A9F6CFEEDDE3B32856A80B290D99		UT v436 GOTY
D3DDRV.DLL				221184			E746E605CB2382CF32379699C5B17E20		UT v451
D3DDRV.DLL				221184			AE67AF0D3369E2129A2F120074B919FA		UT v451b
D3DDRV.DLL				212992			801F8DE9DC6748EF1F5D574A56952D2B		UT v425 - Internal v1.8b
D3DDRV.DLL				217088			60FE486EB7811773E6A3AD9C0B3D9D5A		UT v425 - Internal v1.8d
D3DDRV.DLL				217088			236E0E3A04E3AE92376ED8FFB728FEDC		UT v436 - Internal v1.9c
D3DDRV.DLL				143360			D96045D80D46DFB8020F0C3710F28386		UT v436 - Internal v2.0.7h
D3DDRV.DLL				225280			7B2F1757D7CF12AB14434047543FB6FB		TNSe - Internal 1.9.9a rebuild
D3DDRV.DLL				225280			80D2E3500CE2EB1A6489E1A3F61D4E2C		TNSe - v2
D3DDRV.DLL				217088			2EBD262E1D18AF496BB76B28AD4594BC		UT v425
D3DDRV.DLL				217088			E21F1254BEA7B8F42DFE23A07FA461AD		UT v428
D3DDRV.DLL				553472			819297D6038A0BDE9802D60242ACAB1E		UT v469a Release
D3DDRV.DLL				565536			2708D24B78CB3E9B23FDB6E4E1F9A050		UT v469b Release
D3DDRV.DLL				201488			F7700657E7EF7247DD80556F52EA9C6F		UT v469c Release
D3DDRV.DLL				200456			F022F5CDD797B592C7AB7D63DC925339		UT v469c Release - WinXP
D3DDRV.DLL				201480			161D62E6C6C25243A15EDA2227DF1905		UT v469d - RC1
D3DDRV.DLL				200456			18FFC5E066025926DBF23EC31FE4412C		UT v469d - RC2 - WinXP
D3DDRV.DLL				201480			F8D4AA78B5ED0FAA8B41A8933BF248EB		UT v469d - RC2
D3DDRV.DLL				200456			D93505FABB15AAD3F3A14654514D3370		UT v469d - RC3 - WinXP
D3DDRV.DLL				201480			C5C3A9C9D9644F51AFED2B0B8240FFEB		UT v469d - RC3
D3DDRV.DLL				200456			B42B7D1A41B80224BDFB800C85954216		UT v469d - RC4 - WinXP
D3DDRV.DLL				201480			19E8283E658E3697C657A365F7007850		UT v469d - RC4
D3DDRV.DLL				200456			1F2FBAD6221AECABBD27EF9EE201EFD9		UT v469d Release - WinXP
D3DDRV.DLL				201480			740617665E87D4E46D29A3A79B8D5DA1		UT v469d Release
D3DDRV.DLL				201480			586968B59DAFB485C336C1A11455A47D		UT v469e - 20240117 Preview
D3DDRV.DLL				200456			9B789086AA049245F66E5E81C2754172		UT v469e - 20240117 Preview - WinXP
D3DDRV.DLL				201480			FA6AE73C904C2FAB311154A203CABEB3		UT v469e - 20240120 Preview
D3DDRV.DLL				200456			529ABB14D7C94C79178EFD118AD4E3B9		UT v469e - 20240120 Preview - WinXP
D3DDRV.DLL				200840			453DEB329A07FC4C3F48E57171310442		UT v469e - 20241019 Preview - WinXP
D3DDRV.DLL				202888			77FD1BCBC3E72497B0CEA4E37C788284		UT v469e - 20241019 Preview
D3DDRV.DLL				200840			6DA5BDDDF982B6E5446027AF4B5F8532		UT v469e - 20241021 Preview - WinXP
D3DDRV.DLL				202888			8B2CB98371A408D52F42A33F6ACF30F9		UT v469e - 20241021 Preview
D3DDRV.DLL				200840			8CF10FC6B524397A5F04D8BC5D3C6D8D		UT v469e - 20241103 Preview - WinXP
D3DDRV.DLL				202888			678C70708B0577E0D06BE325FE44BC98		UT v469e - 20241103 Preview
D3DDRV.DLL				200840			2075290535385585825D4AF6DB713FED		UT v469e - RC1 - WinXP
D3DDRV.DLL				202888			589E54E408B60733019B5C38A305E19C		UT v469e - RC1
D3DDRV.DLL				201352			C174CB02736C4D7A3BA0A0529C012DFD		UT v469e - RC2 - WinXP
D3DDRV.DLL				273032			B643994AA2542864C9A82B8DC766DEB6		UT v469e - RC2
D3DDRV.DLL				201352			3ACE2E12437E02A2705AC815DD5A8DF6		UT v469e - RC3 - WinXP
D3DDRV.DLL				202376			25213AACB10E8BCE464E86294E9F7A2D		UT v469e - RC3
D3DDRV.DLL				201352			319268C5CE671573048D8B3DF13DCD2F		UT v469e - RC4 - WinXP
D3DDRV.DLL				202376			559BFFBC704035D63246E5AC59C2F5E8		UT v469e - RC4
D3DTNSEDRV.DLL			237568			1E94C71B11F675C4AE70766D9A80E14F		TNSeDrv - v1
D3DTNSEDRV.DLL			241664			5B88393925F68D5DCF6DA803236E0209		TNSeDrv - v2
DACOMAFEM.UTX			6306025			8085032BAD9EB17EDD9FC081F29909CC		LODBias-compatible HD Skins v1
DACOMAFEM.UTX			800764			8B37AB9B4D712909BF7650C8577C8A49		LODBias-compatible SD Skins v1
DACOMASKINS.UTX			8405231			8C028470A43C416EAC2CB7A2C06E01AA		Unreal HD Texture Pack 3.5.1
DACOMASKINS.UTX			6306033			64FF36B6F399426B8DF41FAC53EE7AF7		LODBias-compatible HD Skins v1
DACOMASKINS.UTX			800772			26003E45D13301084611373829E42152		LODBias-compatible SD Skins v1
DE.U					72169			be0a550343a241e7b9987808f32b3689		UT v432
DE.U					72405			1d518d6d916c1efc8dbad02de88d1de3		DE 1.01 UMOD
EDITOR.DLL				1220608			016B1FA971694265F38AC7EDBC88FD42		UT DEMO v348
EDITOR.DLL				1257472			4F77F7235B443627CC584373BAA46C59		UT v432 GOTY
EDITOR.DLL				1257472			E089B6A395B26C7FE44551BB027D8D7C		UT v436 Std
EDITOR.DLL				1257472			C765F96FD2C82E29F59AB145AB80511D		UT v436 GOTY
EDITOR.DLL				1183744			3EA65013EB565603B00ED0199B1BA94C		UT v451
EDITOR.DLL				1183744			F0A8F8A6E67734B49FA131577EE97C51		UT v451b
